felicidad,neutral,incertidumbre,sorpresa,enfado,miedo,tristeza,asco,photo_id,ethnicity,sex,age,label,url,photoId
0.0,0.625,0.03125,0.03125,0.28125,0.0,0.03125,0.0,Q99.1,bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39Riowawi2KEmV0, Q99.1
0.0,0.875,0.03125,0.0,0.0,0.0,0.0625,0.0,Q100.1,bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5bFJqMaV53Zsy0K, Q100.1
0.03125,0.8125,0.03125,0.0,0.0,0.0,0.03125,0.0,Q101.1,bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3gSfRO9Zt2G8NP8, Q101.1
0.0,0.84375,0.0625,0.0625,0.0,0.0,0.03125,0.0,Q102.1,bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bw2zfW24xOcYU9o, Q102.1
0.0,0.875,0.03125,0.0,0.0625,0.0,0.0,0.0,Q103.1,white,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqKH78xvssoHVoG, Q103.1
0.0,0.8125,0.03125,0.0625,0.03125,0.0,0.0,0.0,Q104.1,white,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7WGuIqyEG3TilMi, Q104.1
0.0,0.875,0.0625,0.03125,0.0,0.0,0.0,0.0,Q105.1,white,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9zQEAVQQyKfTlUG, Q105.1
0.0,0.875,0.0625,0.0,0.0,0.0,0.0625,0.0,Q106.1,white,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7PAyQLJg8l8nBSS, Q106.1
0.0,0.0,0.0625,0.0,0.0,0.0,0.9375,0.0,Q107.1,bipoc,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_83amQw1mO0Wac06, Q107.1
0.0,0.0,0.0,0.0,0.3125,0.09375,0.53125,0.0,Q108.1,bipoc,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_73Yp8FVd9OfjPP8, Q108.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Q109.1,bipoc,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dahScWh9wdBUhlY, Q109.1
0.0,0.0,0.0,0.0,0.25,0.03125,0.71875,0.0,Q110.1,bipoc,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_77jUBNTFvgA7yxU, Q110.1
0.03125,0.21875,0.0,0.03125,0.1875,0.0,0.5,0.0,Q111.1,white,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7NHotnPd2lT9Foa, Q111.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Q112.1,white,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pqIA60jUTgdaQe, Q112.1
0.0,0.5625,0.03125,0.0,0.0,0.03125,0.3125,0.0,Q113.1,white,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bNT78GDXgMqiTLU, Q113.1
0.0,0.0,0.03125,0.0,0.03125,0.03125,0.90625,0.0,Q114.1,white,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5au9MLWYoSZyrj0, Q114.1
0.0625,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,Q115.1,bipoc,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bjThcsBImEknzmu, Q115.1
0.0,0.53125,0.21875,0.15625,0.0,0.0,0.0625,0.0,Q116.1,bipoc,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_71mMacKzqNZRVpc, Q116.1
0.0,0.0625,0.4375,0.3125,0.03125,0.03125,0.0,0.0,Q117.1,bipoc,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aaEwobdBBZ4nn02, Q117.1
0.03125,0.0,0.0,0.625,0.03125,0.3125,0.0,0.0,Q118.1,bipoc,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cwfzFfgNMrzdDeu, Q118.1
0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,Q119.1,white,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2s03op8efMn39Eq, Q119.1
0.0,0.4375,0.15625,0.28125,0.0,0.0,0.03125,0.0,Q120.1,white,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3VrkAIN5BOdlfWm, Q120.1
0.0,0.0,0.0,0.8125,0.03125,0.15625,0.0,0.0,Q121.1,white,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2004WZkMOAt3rVk, Q121.1
0.09375,0.0,0.03125,0.65625,0.15625,0.0625,0.0,0.0,Q122.1,white,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0Tk0DUpmSjqZP9Q, Q122.1
0.0,0.125,0.46875,0.0,0.09375,0.0,0.0,0.0625,Q123.1,bipoc,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_74kgKNSWDU7crjM, Q123.1
0.0,0.15625,0.28125,0.0,0.09375,0.0,0.0625,0.03125,Q124.1,bipoc,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cJi6x6m1lHypqN8, Q124.1
0.53125,0.0,0.125,0.0,0.03125,0.0,0.0,0.0,Q125.1,bipoc,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_afrF8KFiXbEcR2S, Q125.1
0.0,0.625,0.15625,0.0,0.09375,0.0,0.03125,0.03125,Q126.1,bipoc,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eaf2nwmlYn6uJKu, Q126.1
0.03125,0.0,0.03125,0.84375,0.0,0.0,0.0,0.03125,Q127.1,white,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Z2olPR08fo1FQO, Q127.1
0.03125,0.28125,0.21875,0.125,0.0,0.0,0.0625,0.0,Q128.1,white,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8bHO7XfbqxRugTQ, Q128.1
0.0,0.28125,0.28125,0.09375,0.0,0.0,0.0625,0.0,Q129.1,white,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3wreUCj6TLHFC4K, Q129.1
0.6875,0.03125,0.0,0.0,0.0,0.0,0.0,0.03125,Q130.1,white,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eMb3pnSJgKC0VFk, Q130.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q131.1,,,,attention,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2rLzge28QpFG6y, Q131.1
0.0,0.03125,0.0625,0.09375,0.75,0.0,0.0,0.0,Q132.1,bipoc,female,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9WTZdrQmZK2OL54, Q132.1
0.0,0.0,0.03125,0.0,0.84375,0.0,0.0,0.125,Q133.1,bipoc,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_824LzNsLYNku2OO, Q133.1
0.0,0.0,0.03125,0.0625,0.875,0.0,0.0,0.0,Q134.1,bipoc,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bkMyZNBgUg8ZlNY, Q134.1
0.0,0.09375,0.03125,0.0,0.75,0.0,0.03125,0.03125,Q135.1,bipoc,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3rsoVFgV6TcS9fg, Q135.1
0.0,0.03125,0.0,0.03125,0.78125,0.0,0.0,0.0,Q136.1,white,female,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cPfESJKHoFDaWUe, Q136.1
0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.03125,Q137.1,white,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHfE8z5stIRm0zI, Q137.1
0.03125,0.6875,0.03125,0.0,0.25,0.0,0.0,0.0,Q138.1,white,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cCHIBQubXKS0CiO, Q138.1
0.0,0.0625,0.03125,0.03125,0.75,0.0,0.0,0.0625,Q139.1,white,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5AcJkrT27k6XRmm, Q139.1
0.0,0.0,0.0,0.0,0.65625,0.0,0.0,0.34375,Q140.1,bipoc,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bsHb1M3p1kgjsF0, Q140.1
0.15625,0.0,0.03125,0.0,0.25,0.0,0.0,0.3125,Q141.1,bipoc,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0SwhYgwrLxTB3LM, Q141.1
0.03125,0.0,0.1875,0.03125,0.3125,0.0,0.0,0.3125,Q142.1,bipoc,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bemvKCbRtShtR0a, Q142.1
0.0,0.125,0.15625,0.0,0.1875,0.0,0.0,0.40625,Q143.1,bipoc,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7WCRz9fBbsgi9Qq, Q143.1
0.0,0.0,0.0625,0.03125,0.0,0.0625,0.0,0.75,Q144.1,white,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eKdiMX7YPesWOlU, Q144.1
0.03125,0.0,0.09375,0.0,0.28125,0.0,0.0,0.53125,Q145.1,white,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0JVrdbvlyGSXcLI, Q145.1
0.0,0.0,0.0,0.03125,0.03125,0.78125,0.0,0.15625,Q146.1,white,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1zU5YqWz2acbM8K, Q146.1
0.0,0.03125,0.03125,0.0,0.03125,0.0,0.0,0.90625,Q147.1,white,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_74HB0t6zgma9YNw, Q147.1
0.0,0.0,0.03125,0.09375,0.09375,0.4375,0.03125,0.28125,Q148.1,bipoc,female,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MwMgspcIIF1ew6, Q148.1
0.0,0.15625,0.03125,0.5,0.0,0.25,0.0,0.03125,Q149.1,bipoc,female,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHrOB3j3PtW4R0i, Q149.1
0.0,0.09375,0.15625,0.03125,0.03125,0.03125,0.59375,0.0,Q150.1,bipoc,male,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8B72pKihkAZkIFU, Q150.1
0.0,0.0,0.03125,0.0,0.0,0.0625,0.875,0.03125,Q151.1,bipoc,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mlWGWUpvpQZa5M, Q151.1
0.0,0.0,0.125,0.15625,0.0,0.65625,0.0,0.0625,Q152.1,white,female,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e38mxw6nO1WY6Cq, Q152.1
0.0,0.21875,0.0625,0.625,0.03125,0.0625,0.0,0.0,Q153.1,white,female,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cBJFYlMueaaR03k, Q153.1
0.0,0.0,0.0,0.4375,0.0,0.5625,0.0,0.0,Q154.1,white,male,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Z1hhf1G3PvXBci, Q154.1
0.0,0.0,0.0,0.71875,0.0,0.25,0.0,0.03125,Q155.1,white,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mNPsRAgBbHenPM, Q155.1
0.90625,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,Q156.1,bipoc,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0GtSGAki0COJYO2, Q156.1
0.65625,0.3125,0.0,0.0,0.0,0.03125,0.0,0.0,Q157.1,bipoc,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2tmtlm0JLZje0S, Q157.1
0.75,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,Q158.1,bipoc,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agxa9UIrTk07jxQ, Q158.1
0.96875,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,Q159.1,bipoc,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d060VdjZY82W38W, Q159.1
0.9375,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,Q160.1,white,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_57Gr1XAHK9uhWES, Q160.1
0.9375,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,Q161.1,white,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d5NMiWqa2jpUDLo, Q161.1
0.96875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,Q162.1,white,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3NR7AkPxBUkdOQe, Q162.1
0.96875,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,Q163.1,white,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eWnGys8SLE5J3Cu, Q163.1
0.09375,0.8125,0.0625,0.0,0.0,0.0,0.0,0.03125,Q164.1,bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8Bsr2LNg85rxVgW, Q164.1
0.375,0.53125,0.03125,0.0,0.03125,0.0,0.0,0.03125,Q165.1,bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dmqopZwVD7uBVVY, Q165.1
0.0,0.6875,0.0,0.0,0.15625,0.0,0.09375,0.0,Q166.1,bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2ubTkbpnURV3shw, Q166.1
0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,Q167.1,bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bJGSnsoGjBoS3VY, Q167.1
0.0,0.8125,0.03125,0.0,0.0,0.0,0.0,0.0,Q168.1,white,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_87jMTnzp24Gs0US, Q168.1
0.0,0.96875,0.0,0.0,0.0,0.03125,0.0,0.0,Q169.1,white,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ePc7Ntc4cXqTP70, Q169.1
0.03125,0.84375,0.09375,0.0,0.0,0.0,0.03125,0.0,Q170.1,white,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1X1sCzklzGvx2tg, Q170.1
0.0,0.78125,0.0,0.03125,0.0625,0.03125,0.0625,0.03125,Q171.1,white,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6EA9nLCkNjdA69M, Q171.1
0.0,0.09375,0.15625,0.0,0.15625,0.0,0.1875,0.375,Q172.1,bipoc,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6A6ANrMmpt0lXFQ, Q172.1
0.0,0.09375,0.21875,0.0,0.0,0.03125,0.5625,0.03125,Q173.1,bipoc,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6AkMWXDnyOPXs6a, Q173.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Q174.1,bipoc,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pvcXJMnnou5XxA, Q174.1
0.0,0.09375,0.125,0.0,0.0,0.0,0.75,0.0,Q175.1,bipoc,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7365JYEsalfFK3c, Q175.1
0.0,0.0625,0.0,0.0,0.0,0.03125,0.90625,0.0,Q176.1,white,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ObHALgYpr6zhn8, Q176.1
0.0,0.3125,0.03125,0.03125,0.40625,0.0,0.21875,0.0,Q177.1,white,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZMiIx0eAUH9slo, Q177.1
0.03125,0.5625,0.21875,0.0,0.0,0.0,0.09375,0.0,Q178.1,white,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8AHT36OY3USaPe6, Q178.1
0.03125,0.0,0.0,0.0,0.09375,0.0625,0.8125,0.0,Q179.1,white,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cSZwt3HTocE50jk, Q179.1
0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,Q180.1,bipoc,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aXfd0rmn8jfxoQ6, Q180.1
0.4375,0.0,0.0,0.53125,0.0,0.0,0.03125,0.0,Q181.1,bipoc,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9Gq0h87bY58MZSu, Q181.1
0.0,0.0,0.15625,0.59375,0.0,0.25,0.0,0.0,Q182.1,bipoc,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_268vZXyUpVDK6MK, Q182.1
0.0,0.03125,0.0625,0.84375,0.0,0.03125,0.03125,0.0,Q183.1,bipoc,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0V7AZ7Xi8jOjmXY, Q183.1
0.0,0.03125,0.03125,0.90625,0.0,0.03125,0.0,0.0,Q184.1,white,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eeAoCMWS4pQvliK, Q184.1
0.125,0.0,0.0,0.6875,0.0,0.1875,0.0,0.0,Q185.1,white,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eG4lj9qMfU2nUFg, Q185.1
0.0,0.0,0.0,0.96875,0.0,0.03125,0.0,0.0,Q186.1,white,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eIZrStbqVC3oHTo, Q186.1
0.0,0.25,0.375,0.1875,0.0,0.125,0.0625,0.0,Q187.1,white,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_87ffNHa08KiAYbI, Q187.1
0.59375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,Q188.1,bipoc,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHLXUfPyLDklutg, Q188.1
0.75,0.0,0.03125,0.0,0.03125,0.0,0.0625,0.0625,Q189.1,bipoc,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MzywJJUHEiadCe, Q189.1
0.0,0.0,0.53125,0.0625,0.0625,0.0625,0.03125,0.125,Q190.1,bipoc,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bw6Y8TC4DgP7vAq, Q190.1
0.0,0.28125,0.28125,0.03125,0.03125,0.0,0.0,0.0,Q191.1,bipoc,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5yvfzLfqBDAE8XY, Q191.1
0.0,0.0,0.34375,0.1875,0.28125,0.03125,0.0,0.0625,Q192.1,white,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a64Cxa5gtL3OHKS, Q192.1
0.125,0.125,0.0625,0.0,0.34375,0.0,0.0,0.0,Q193.1,white,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_beic5cGPkQFDmhU, Q193.1
0.03125,0.0,0.1875,0.0,0.21875,0.0,0.0,0.03125,Q194.1,white,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oGUDKsFJy6Upeu, Q194.1
0.09375,0.34375,0.09375,0.0,0.03125,0.0,0.03125,0.0,Q195.1,white,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9tcpk2rnvGGXq7A, Q195.1
